date,ticker,name,end,AUM,target_5d,sector,domestic_mean,domestic_std,domestic_count,global_mean,global_std,global_count,vix_close
2019-01-07,229200,KODEX 코스닥150,11008,10338.40276155,-0.005282824928478043,domestic_core,0.1855,0.5128,19.0,,,,21.399999618530273
2019-01-07,241180,TIGER 일본니케이225,11324,2236.44630463,0.009054608914923407,global_macro,-0.8418,0.2223,2.0,-0.3723,0.4257,3.0,21.399999618530273
2019-01-07,251350,KODEX 선진국MSCI World,11098,3285.27788797,0.028863954848100535,global_macro,-0.8418,0.2223,2.0,-0.3723,0.4257,3.0,21.399999618530273
2019-01-08,069500,KODEX 200,22699,54430.29190602,0.037314374170362485,domestic_core,-0.1083,0.6615,18.0,,,,20.469999313354492
2019-01-08,133690,TIGER 미국나스닥100,31909,41375.59331762,0.00861240384399133,global_macro,0.3401,0.4511,9.0,0.7906,0.0,1.0,20.469999313354492
2019-01-08,229200,KODEX 코스닥150,10892,10338.40276155,0.016210171909032404,domestic_core,-0.1083,0.6615,18.0,,,,20.469999313354492
2019-01-08,241180,TIGER 일본니케이225,11431,2236.44630463,0.015365552538245338,global_macro,0.3401,0.4511,9.0,0.7906,0.0,1.0,20.469999313354492
2019-01-08,251350,KODEX 선진국MSCI World,11247,3285.27788797,0.009204419351317692,global_macro,0.3401,0.4511,9.0,0.7906,0.0,1.0,20.469999313354492
2019-01-09,069500,KODEX 200,23166,54430.29190602,0.021226960282759874,domestic_core,0.269,0.6546,14.0,,,,19.979999542236328
2019-01-09,133690,TIGER 미국나스닥100,32263,41375.59331762,0.008272418073680865,global_macro,-0.0006,0.8133,4.0,-0.2119,0.0,1.0,19.979999542236328
2019-01-09,229200,KODEX 코스닥150,11046,10338.40276155,0.00036205648476593646,domestic_core,0.269,0.6546,14.0,,,,19.979999542236328
2019-01-09,241180,TIGER 일본니케이225,11546,2236.44630463,0.0021629112554587015,global_macro,-0.0006,0.8133,4.0,-0.2119,0.0,1.0,19.979999542236328
2019-01-09,251350,KODEX 선진국MSCI World,11318,3285.27788797,0.009234488031477963,global_macro,-0.0006,0.8133,4.0,-0.2119,0.0,1.0,19.979999542236328
2019-01-10,069500,KODEX 200,23156,54430.29190602,0.02376949474721433,domestic_core,0.2352,0.5022,26.0,,,,19.5
2019-01-10,133690,TIGER 미국나스닥100,31953,41375.59331762,0.016727832059568973,global_macro,-0.1448,0.4922,5.0,-0.1438,0.0,1.0,19.5
2019-01-10,229200,KODEX 코스닥150,11097,10338.40276155,-0.020392149502814247,domestic_core,0.2352,0.5022,26.0,,,,19.5
2019-01-10,241180,TIGER 일본니케이225,11441,2236.44630463,0.005665243722294849,global_macro,-0.1448,0.4922,5.0,-0.1438,0.0,1.0,19.5
2019-01-10,251350,KODEX 선진국MSCI World,11314,3285.27788797,0.010025587447562788,global_macro,-0.1448,0.4922,5.0,-0.1438,0.0,1.0,19.5
2019-01-11,069500,KODEX 200,23297,54430.29190602,0.02526093209122909,domestic_core,0.2517,0.437,15.0,-0.9375,0.0,1.0,18.190000534057617
2019-01-11,133690,TIGER 미국나스닥100,32098,41375.59331762,0.027986528656920903,global_macro,0.279,0.4837,4.0,-0.0239,0.3102,8.0,18.190000534057617
2019-01-11,229200,KODEX 코스닥150,11107,10338.40276155,-0.002885224253783648,domestic_core,0.2517,0.437,15.0,-0.9375,0.0,1.0,18.190000534057617
2019-01-11,241180,TIGER 일본니케이225,11492,2236.44630463,0.010474019146577656,global_macro,0.279,0.4837,4.0,-0.0239,0.3102,8.0,18.190000534057617
2019-01-11,251350,KODEX 선진국MSCI World,11351,3285.27788797,0.016340090061495345,global_macro,0.279,0.4837,4.0,-0.0239,0.3102,8.0,18.190000534057617
2019-01-14,069500,KODEX 200,23097,54430.29190602,0.03438490311404444,domestic_core,0.2012,0.6088,19.0,,,,19.06999969482422
2019-01-14,133690,TIGER 미국나스닥100,31909,41375.59331762,0.042639264844869844,global_macro,-0.0964,0.2156,5.0,,,,19.06999969482422
2019-01-14,229200,KODEX 코스닥150,10950,10338.40276155,0.0035553162022772685,domestic_core,0.2012,0.6088,19.0,,,,19.06999969482422
2019-01-14,241180,TIGER 일본니케이225,11427,2236.44630463,0.02369533207224427,global_macro,-0.0964,0.2156,5.0,,,,19.06999969482422
2019-01-14,251350,KODEX 선진국MSCI World,11423,3285.27788797,0.028479660398907,global_macro,-0.0964,0.2156,5.0,,,,19.06999969482422
2019-01-15,069500,KODEX 200,23562,54430.29190602,0.009461927481126103,domestic_core,0.1198,0.3298,15.0,,,,18.600000381469727
2019-01-15,133690,TIGER 미국나스닥100,32185,41375.59331762,0.026278974003820163,global_macro,-0.171,0.7007,6.0,-0.3967,0.0334,2.0,18.600000381469727
2019-01-15,229200,KODEX 코스닥150,11070,10338.40276155,-0.007343974255758506,domestic_core,0.1198,0.3298,15.0,,,,18.600000381469727
2019-01-15,241180,TIGER 일본니케이225,11608,2236.44630463,0.004812659684415678,global_macro,-0.171,0.7007,6.0,-0.3967,0.0334,2.0,18.600000381469727
2019-01-15,251350,KODEX 선진국MSCI World,11351,3285.27788797,0.03122272528679786,global_macro,-0.171,0.7007,6.0,-0.3967,0.0334,2.0,18.600000381469727
2019-01-16,069500,KODEX 200,23663,54430.29190602,0.010969492389396377,domestic_core,0.0994,0.5938,15.0,,,,19.040000915527344
2019-01-16,133690,TIGER 미국나스닥100,32531,41375.59331762,0.0052121776080071335,global_macro,0.0004,0.8119,4.0,,,,19.040000915527344
2019-01-16,229200,KODEX 코스닥150,11050,10338.40276155,-0.008178146443892318,domestic_core,0.0994,0.5938,15.0,,,,19.040000915527344
2019-01-16,241180,TIGER 일본니케이225,11571,2236.44630463,0.003192547687686281,global_macro,0.0004,0.8119,4.0,,,,19.040000915527344
2019-01-16,251350,KODEX 선진국MSCI World,11423,3285.27788797,0.013391504471781281,global_macro,0.0004,0.8119,4.0,,,,19.040000915527344
2019-01-17,069500,KODEX 200,23713,54430.29190602,0.017100866197078606,domestic_core,0.0677,0.7046,20.0,,,,18.059999465942383
2019-01-17,133690,TIGER 미국나스닥100,32492,41375.59331762,0.012205158928284958,global_macro,0.4998,0.7063,2.0,-0.0462,0.1267,2.0,18.059999465942383
2019-01-17,229200,KODEX 코스닥150,10873,10338.40276155,0.023002059637489112,domestic_core,0.0677,0.7046,20.0,,,,18.059999465942383
2019-01-17,241180,TIGER 일본니케이225,11506,2236.44630463,0.0083950469243067,global_macro,0.4998,0.7063,2.0,-0.0462,0.1267,2.0,18.059999465942383
2019-01-17,251350,KODEX 선진국MSCI World,11428,3285.27788797,0.01674732187220991,global_macro,0.4998,0.7063,2.0,-0.0462,0.1267,2.0,18.059999465942383
2019-01-18,069500,KODEX 200,23893,54430.29190602,0.02749285682922646,domestic_core,-0.0948,0.516,12.0,,,,17.799999237060547
2019-01-18,133690,TIGER 미국나스닥100,33009,41375.59331762,0.004081453219215274,global_macro,-0.0037,0.0064,3.0,0.0559,0.0,1.0,17.799999237060547
2019-01-18,229200,KODEX 코스닥150,11075,10338.40276155,0.014788528534345724,domestic_core,-0.0948,0.516,12.0,,,,17.799999237060547
2019-01-18,241180,TIGER 일본니케이225,11613,2236.44630463,0.001204819422850336,global_macro,-0.0037,0.0064,3.0,0.0559,0.0,1.0,17.799999237060547
2019-01-18,251350,KODEX 선진국MSCI World,11538,3285.27788797,0.0045829990719103205,global_macro,-0.0037,0.0064,3.0,0.0559,0.0,1.0,17.799999237060547
2019-01-21,069500,KODEX 200,23905,54430.29190602,0.026420525431949185,domestic_core,0.0586,0.5338,18.0,,,,
2019-01-21,133690,TIGER 미국나스닥100,33299,41375.59331762,-0.009807994366470877,global_macro,0.9998,0.0,2.0,,,,
2019-01-21,229200,KODEX 코스닥150,10989,10338.40276155,0.031088729923592347,domestic_core,0.0586,0.5338,18.0,,,,
2019-01-21,241180,TIGER 일본니케이225,11701,2236.44630463,-0.013595115604045667,global_macro,0.9998,0.0,2.0,,,,
2019-01-21,251350,KODEX 선진국MSCI World,11753,3285.27788797,-0.007601351884414687,global_macro,0.9998,0.0,2.0,,,,
2019-01-22,069500,KODEX 200,23786,54430.29190602,0.03628806238064801,domestic_core,0.2099,0.5971,13.0,,,,20.799999237060547
2019-01-22,133690,TIGER 미국나스닥100,33042,41375.59331762,-0.017709305025520608,global_macro,0.0002,0.0,2.0,-0.9383,0.0,1.0,20.799999237060547
2019-01-22,229200,KODEX 코스닥150,10989,10338.40276155,0.028615667366556803,domestic_core,0.2099,0.5971,13.0,,,,20.799999237060547
2019-01-22,241180,TIGER 일본니케이225,11664,2236.44630463,-0.010427982633527157,global_macro,0.0002,0.0,2.0,-0.9383,0.0,1.0,20.799999237060547
2019-01-22,251350,KODEX 선진국MSCI World,11711,3285.27788797,-0.0127182259131755,global_macro,0.0002,0.0,2.0,-0.9383,0.0,1.0,20.799999237060547
2019-01-23,069500,KODEX 200,23924,54430.29190602,0.04255264788948596,domestic_core,0.2404,0.7239,12.0,,,,19.520000457763672
2019-01-23,133690,TIGER 미국나스닥100,32701,41375.59331762,-0.004597568326498473,global_macro,-0.0333,0.0459,2.0,,,,19.520000457763672
2019-01-23,229200,KODEX 코스닥150,10960,10338.40276155,0.039974920525891446,domestic_core,0.2404,0.7239,12.0,,,,19.520000457763672
2019-01-23,241180,TIGER 일본니케이225,11608,2236.44630463,-0.006395320388665876,global_macro,-0.0333,0.0459,2.0,,,,19.520000457763672
2019-01-23,251350,KODEX 선진국MSCI World,11577,3285.27788797,0.0,global_macro,-0.0333,0.0459,2.0,,,,19.520000457763672
2019-01-24,069500,KODEX 200,24122,54430.29190602,0.03326845741334327,domestic_core,0.3159,0.5988,16.0,,,,18.88999938964844
2019-01-24,133690,TIGER 미국나스닥100,32891,41375.59331762,0.007240152194812159,global_macro,0.2813,0.7361,7.0,,,,18.88999938964844
2019-01-24,229200,KODEX 코스닥150,11126,10338.40276155,0.03158296914095071,domestic_core,0.3159,0.5988,16.0,,,,18.88999938964844
2019-01-24,241180,TIGER 일본니케이225,11603,2236.44630463,0.002840055267546762,global_macro,0.2813,0.7361,7.0,,,,18.88999938964844
2019-01-24,251350,KODEX 선진국MSCI World,11621,3285.27788797,0.005577737891508737,global_macro,0.2813,0.7361,7.0,,,,18.88999938964844
2019-01-25,069500,KODEX 200,24559,54430.29190602,0.014311369745748745,domestic_core,0.2654,0.4839,12.0,,,,17.420000076293945
2019-01-25,133690,TIGER 미국나스닥100,33144,41375.59331762,0.012920037634200549,global_macro,0.1941,0.4505,5.0,-0.8697,0.0,1.0,17.420000076293945
2019-01-25,229200,KODEX 코스닥150,11240,10338.40276155,0.019820071844322697,domestic_core,0.2654,0.4839,12.0,,,,17.420000076293945
2019-01-25,241180,TIGER 일본니케이225,11627,2236.44630463,0.008393334645871858,global_macro,0.1941,0.4505,5.0,-0.8697,0.0,1.0,17.420000076293945
2019-01-25,251350,KODEX 선진국MSCI World,11591,3285.27788797,0.020832308059339194,global_macro,0.1941,0.4505,5.0,-0.8697,0.0,1.0,17.420000076293945
2019-01-28,069500,KODEX 200,24545,54430.29190602,0.014881588073353097,domestic_core,0.2706,0.4036,20.0,,,,18.8700008392334
2019-01-28,133690,TIGER 미국나스닥100,32974,41375.59331762,0.03738308040310714,global_macro,,,,-0.7867,0.2245,2.0,18.8700008392334
2019-01-28,229200,KODEX 코스닥150,11336,10338.40276155,0.034592326914607584,domestic_core,0.2706,0.4036,20.0,,,,18.8700008392334
2019-01-28,241180,TIGER 일본니케이225,11543,2236.44630463,0.007594754724126584,global_macro,,,,-0.7867,0.2245,2.0,18.8700008392334
2019-01-28,251350,KODEX 선진국MSCI World,11664,3285.27788797,0.018517474667247378,global_macro,,,,-0.7867,0.2245,2.0,18.8700008392334
2019-01-29,069500,KODEX 200,24665,54430.29190602,-0.0043068488480814725,domestic_core,-0.0066,0.6058,17.0,,,,19.1299991607666
2019-01-29,133690,TIGER 미국나스닥100,32462,41375.59331762,0.03371156792642253,global_macro,-0.214,0.8576,8.0,,,,19.1299991607666
2019-01-29,229200,KODEX 코스닥150,11308,10338.40276155,0.03356544992213491,domestic_core,-0.0066,0.6058,17.0,,,,19.1299991607666
2019-01-29,241180,TIGER 일본니케이225,11543,2236.44630463,-0.01545274975784535,global_macro,-0.214,0.8576,8.0,,,,19.1299991607666
2019-01-29,251350,KODEX 선진국MSCI World,11563,3285.27788797,0.01629818200389237,global_macro,-0.214,0.8576,8.0,,,,19.1299991607666
2019-01-30,069500,KODEX 200,24964,54430.29190602,-0.014566400349412709,domestic_core,0.1666,0.5299,24.0,,,,17.65999984741211
2019-01-30,133690,TIGER 미국나스닥100,32551,41375.59331762,0.04066591954742043,global_macro,0.0001,0.0001,2.0,-0.3989,0.1065,2.0,17.65999984741211
2019-01-30,229200,KODEX 코스닥150,11407,10338.40276155,0.037340883303058944,domestic_core,0.1666,0.5299,24.0,,,,17.65999984741211
2019-01-30,241180,TIGER 일본니케이225,11534,2236.44630463,-0.009757874950549698,global_macro,0.0001,0.0001,2.0,-0.3989,0.1065,2.0,17.65999984741211
2019-01-30,251350,KODEX 선진국MSCI World,11577,3285.27788797,0.016788402872468265,global_macro,0.0001,0.0001,2.0,-0.3989,0.1065,2.0,17.65999984741211
2019-01-31,069500,KODEX 200,24938,54430.29190602,-0.008092646078378358,domestic_core,0.0918,0.5863,16.0,,,,16.56999969482422
2019-01-31,133690,TIGER 미국나스닥100,33130,41375.59331762,0.030059791779583952,global_macro,0.0121,0.0172,2.0,0.0019,0.0,1.0,16.56999969482422
2019-01-31,229200,KODEX 코스닥150,11483,10338.40276155,0.021367229729531114,domestic_core,0.0918,0.5863,16.0,,,,16.56999969482422
2019-01-31,241180,TIGER 일본니케이225,11636,2236.44630463,-0.0019785803693344313,global_macro,0.0121,0.0172,2.0,0.0019,0.0,1.0,16.56999969482422
2019-01-31,251350,KODEX 선진국MSCI World,11686,3285.27788797,0.012669698833702024,global_macro,0.0121,0.0172,2.0,0.0019,0.0,1.0,16.56999969482422
2019-02-01,069500,KODEX 200,24913,54430.29190602,-0.0020492222138452825,domestic_core,0.0553,0.6792,8.0,,,,16.139999389648438
2019-02-01,133690,TIGER 미국나스닥100,33575,41375.59331762,0.026655706344358147,global_macro,0.25,0.4998,4.0,,,,16.139999389648438
2019-02-01,229200,KODEX 코스닥150,11465,10338.40276155,0.03681922744505333,domestic_core,0.0553,0.6792,8.0,,,,16.139999389648438
2019-02-01,241180,TIGER 일본니케이225,11725,2236.44630463,0.003065658536556366,global_macro,0.25,0.4998,4.0,,,,16.139999389648438
2019-02-01,251350,KODEX 선진국MSCI World,11835,3285.27788797,0.013011726073475597,global_macro,0.25,0.4998,4.0,,,,16.139999389648438
2019-02-07,069500,KODEX 200,24913,54430.29190602,0.007597605324545109,domestic_core,0.023,0.5534,29.0,,,,16.3700008392334
2019-02-07,133690,TIGER 미국나스닥100,34230,41375.59331762,0.009189316728998718,global_macro,0.0517,0.923,3.0,0.0398,0.2032,2.0,16.3700008392334
2019-02-07,229200,KODEX 코스닥150,11735,10338.40276155,0.01622890829354504,domestic_core,0.023,0.5534,29.0,,,,16.3700008392334
2019-02-07,241180,TIGER 일본니케이225,11631,2236.44630463,0.009583371026042281,global_macro,0.0517,0.923,3.0,0.0398,0.2032,2.0,16.3700008392334
2019-02-07,251350,KODEX 선진국MSCI World,11882,3285.27788797,0.010298579739666915,global_macro,0.0517,0.923,3.0,0.0398,0.2032,2.0,16.3700008392334
2019-02-08,069500,KODEX 200,24559,54430.29190602,0.0086355972381943,domestic_core,-0.0726,0.5755,12.0,,,,15.720000267028809
2019-02-08,133690,TIGER 미국나스닥100,33575,41375.59331762,0.02244174756643033,global_macro,-0.1272,0.6632,7.0,,,,15.720000267028809
2019-02-08,229200,KODEX 코스닥150,11694,10338.40276155,0.01333636245283273,domestic_core,-0.0726,0.5755,12.0,,,,15.720000267028809
2019-02-08,241180,TIGER 일본니케이225,11366,2236.44630463,0.02665203979559644,global_macro,-0.1272,0.6632,7.0,,,,15.720000267028809
2019-02-08,251350,KODEX 선진국MSCI World,11753,3285.27788797,0.019130065536586277,global_macro,-0.1272,0.6632,7.0,,,,15.720000267028809
2019-02-11,069500,KODEX 200,24603,54430.29190602,0.014005435475143853,domestic_core,0.0297,0.6393,14.0,,,,15.970000267028809
2019-02-11,133690,TIGER 미국나스닥100,33902,41375.59331762,0.01968579006823561,global_macro,-0.1168,0.2402,4.0,-0.34,0.0,1.0,15.970000267028809
2019-02-11,229200,KODEX 코스닥150,11841,10338.40276155,0.01125305794815926,domestic_core,0.0297,0.6393,14.0,,,,15.970000267028809
2019-02-11,241180,TIGER 일본니케이225,11422,2236.44630463,0.034843733026308686,global_macro,-0.1168,0.2402,4.0,-0.34,0.0,1.0,15.970000267028809
2019-02-11,251350,KODEX 선진국MSCI World,11773,3285.27788797,0.02805761706341245,global_macro,-0.1168,0.2402,4.0,-0.34,0.0,1.0,15.970000267028809
2019-02-12,069500,KODEX 200,24737,54430.29190602,0.004074640029824754,domestic_core,-0.0718,0.443,21.0,,,,15.43000030517578
2019-02-12,133690,TIGER 미국나스닥100,34141,41375.59331762,0.01658644040466096,global_macro,0.0001,0.0001,4.0,-0.9095,0.0,1.0,15.43000030517578
2019-02-12,229200,KODEX 코스닥150,11731,10338.40276155,0.025584160711452027,domestic_core,-0.0718,0.443,21.0,,,,15.43000030517578
2019-02-12,241180,TIGER 일본니케이225,11613,2236.44630463,0.022225975584863,global_macro,0.0001,0.0001,4.0,-0.9095,0.0,1.0,15.43000030517578
2019-02-12,251350,KODEX 선진국MSCI World,11835,3285.27788797,0.023960740563145944,global_macro,0.0001,0.0001,4.0,-0.9095,0.0,1.0,15.43000030517578
2019-02-13,069500,KODEX 200,24862,54430.29190602,0.010403422895537546,domestic_core,0.003,0.5306,20.0,,,,15.649999618530272
2019-02-13,133690,TIGER 미국나스닥100,34482,41375.59331762,0.007080033620565772,global_macro,-0.0001,0.0002,4.0,-0.3587,0.0,1.0,15.649999618530272
2019-02-13,229200,KODEX 코스닥150,11895,10338.40276155,0.01675667568225613,domestic_core,0.003,0.5306,20.0,,,,15.649999618530272
2019-02-13,241180,TIGER 일본니케이225,11761,2236.44630463,0.013009137681806043,global_macro,-0.0001,0.0002,4.0,-0.3587,0.0,1.0,15.649999618530272
2019-02-13,251350,KODEX 선진국MSCI World,11990,3285.27788797,0.014490007196063063,global_macro,-0.0001,0.0002,4.0,-0.3587,0.0,1.0,15.649999618530272
2019-02-14,069500,KODEX 200,25103,54430.29190602,0.0007565953571470967,domestic_core,0.1306,0.5445,23.0,,,,16.219999313354492
2019-02-14,133690,TIGER 미국나스닥100,34546,41375.59331762,0.003871382641248418,global_macro,0.3264,0.564,3.0,,,,16.219999313354492
2019-02-14,229200,KODEX 코스닥150,11927,10338.40276155,0.007767191510529492,domestic_core,0.1306,0.5445,23.0,,,,16.219999313354492
2019-02-14,241180,TIGER 일본니케이225,11743,2236.44630463,0.015379718391460814,global_macro,0.3264,0.564,3.0,,,,16.219999313354492
2019-02-14,251350,KODEX 선진국MSCI World,12005,3285.27788797,0.01725960512772652,global_macro,0.3264,0.564,3.0,,,,16.219999313354492
2019-02-15,069500,KODEX 200,24772,54430.29190602,0.014547314068724112,domestic_core,-0.0488,0.3566,24.0,,,,14.90999984741211
2019-02-15,133690,TIGER 미국나스닥100,34337,41375.59331762,0.0040689450738787564,global_macro,-0.0013,0.0023,3.0,-0.9627,0.0,1.0,14.90999984741211
2019-02-15,229200,KODEX 코스닥150,11851,10338.40276155,0.009239104861016062,domestic_core,-0.0488,0.3566,24.0,,,,14.90999984741211
2019-02-15,241180,TIGER 일본니케이225,11673,2236.44630463,0.019259917446957573,global_macro,-0.0013,0.0023,3.0,-0.9627,0.0,1.0,14.90999984741211
2019-02-15,251350,KODEX 선진국MSCI World,11980,3285.27788797,0.016967094389866298,global_macro,-0.0013,0.0023,3.0,-0.9627,0.0,1.0,14.90999984741211
2019-02-18,069500,KODEX 200,24950,54430.29190602,0.00945416619571283,domestic_core,0.1985,0.5419,26.0,,,,
2019-02-18,133690,TIGER 미국나스닥100,34576,41375.59331762,0.00832366090844399,global_macro,-0.0003,0.0005,2.0,,,,
2019-02-18,229200,KODEX 코스닥150,11975,10338.40276155,0.01046695051893652,domestic_core,0.1985,0.5419,26.0,,,,
2019-02-18,241180,TIGER 일본니케이225,11827,2236.44630463,0.011015457189732838,global_macro,-0.0003,0.0005,2.0,,,,
2019-02-18,251350,KODEX 선진국MSCI World,12108,3285.27788797,0.008716443641470738,global_macro,-0.0003,0.0005,2.0,,,,
2019-02-19,069500,KODEX 200,24838,54430.29190602,0.010293884581056234,domestic_core,0.031,0.468,21.0,,,,14.880000114440918
2019-02-19,133690,TIGER 미국나스닥100,34712,41375.59331762,-0.006647999742390089,global_macro,0.3332,0.5766,3.0,0.0153,0.0525,2.0,14.880000114440918
2019-02-19,229200,KODEX 코스닥150,12035,10338.40276155,0.0020751200640041975,domestic_core,0.031,0.468,21.0,,,,14.880000114440918
2019-02-19,241180,TIGER 일본니케이225,11874,2236.44630463,-0.0008425310128527151,global_macro,0.3332,0.5766,3.0,0.0153,0.0525,2.0,14.880000114440918
2019-02-19,251350,KODEX 선진국MSCI World,12122,3285.27788797,0.008706420499494718,global_macro,0.3332,0.5766,3.0,0.0153,0.0525,2.0,14.880000114440918
2019-02-20,069500,KODEX 200,25122,54430.29190602,0.0020677596042519876,domestic_core,0.1572,0.5537,13.0,,,,14.020000457763672
2019-02-20,133690,TIGER 미국나스닥100,34727,41375.59331762,0.0008635081994162472,global_macro,0.4287,0.5336,7.0,-0.1994,0.0,1.0,14.020000457763672
2019-02-20,229200,KODEX 코스닥150,12096,10338.40276155,0.00519481687710393,domestic_core,0.1572,0.5537,13.0,,,,14.020000457763672
2019-02-20,241180,TIGER 일본니케이225,11915,2236.44630463,-0.0008396306118793252,global_macro,0.4287,0.5336,7.0,-0.1994,0.0,1.0,14.020000457763672
2019-02-20,251350,KODEX 선진국MSCI World,12165,3285.27788797,0.00516542779310204,global_macro,0.4287,0.5336,7.0,-0.1994,0.0,1.0,14.020000457763672
2019-02-21,069500,KODEX 200,25122,54430.29190602,-0.014958872107031238,domestic_core,-0.0481,0.4596,25.0,,,,14.460000038146973
2019-02-21,133690,TIGER 미국나스닥100,34680,41375.59331762,0.00028830906931722486,global_macro,0.0024,0.0068,6.0,,,,14.460000038146973
2019-02-21,229200,KODEX 코스닥150,12020,10338.40276155,-0.005756972222317605,domestic_core,-0.0481,0.4596,25.0,,,,14.460000038146973
2019-02-21,241180,TIGER 일본니케이225,11925,2236.44630463,-0.006309169193264721,global_macro,0.0024,0.0068,6.0,,,,14.460000038146973
2019-02-21,251350,KODEX 선진국MSCI World,12214,3285.27788797,0.003922214539553119,global_macro,0.0024,0.0068,6.0,,,,14.460000038146973
2019-02-22,069500,KODEX 200,25135,54430.29190602,-0.02037729009557481,domestic_core,-0.1061,0.7329,10.0,,,,13.510000228881836
2019-02-22,133690,TIGER 미국나스닥100,34477,41375.59331762,0.02506253277882845,global_macro,-0.0563,0.1162,7.0,-0.286,0.5384,3.0,13.510000228881836
2019-02-22,229200,KODEX 코스닥150,11961,10338.40276155,0.024201057236135144,domestic_core,-0.1061,0.7329,10.0,,,,13.510000228881836
2019-02-22,241180,TIGER 일본니케이225,11900,2236.44630463,0.009117968561062567,global_macro,-0.0563,0.1162,7.0,-0.286,0.5384,3.0,13.510000228881836
2019-02-22,251350,KODEX 선진국MSCI World,12185,3285.27788797,0.008580236500774014,global_macro,-0.0563,0.1162,7.0,-0.286,0.5384,3.0,13.510000228881836
2019-02-25,069500,KODEX 200,25187,54430.29190602,-0.02928885813421409,domestic_core,0.3682,0.565,20.0,,,,14.850000381469728
2019-02-25,133690,TIGER 미국나스닥100,34865,41375.59331762,0.009761465796689057,global_macro,0.1589,0.2247,2.0,-0.0168,0.0,1.0,14.850000381469728
2019-02-25,229200,KODEX 코스닥150,12101,10338.40276155,0.011829596588215517,domestic_core,0.3682,0.565,20.0,,,,14.850000381469728
2019-02-25,241180,TIGER 일본니케이225,11958,2236.44630463,0.0010865478105202052,global_macro,0.1589,0.2247,2.0,-0.0168,0.0,1.0,14.850000381469728
2019-02-25,251350,KODEX 선진국MSCI World,12214,3285.27788797,0.003922214539553119,global_macro,0.1589,0.2247,2.0,-0.0168,0.0,1.0,14.850000381469728
2019-02-26,069500,KODEX 200,25095,54430.29190602,-0.028577415061327358,domestic_core,0.0271,0.5358,16.0,,,,15.170000076293944
2019-02-26,133690,TIGER 미국나스닥100,34482,41375.59331762,0.020665450418118403,global_macro,0.4988,0.7054,2.0,-0.1187,0.0,1.0,15.170000076293944
2019-02-26,229200,KODEX 코스닥150,12060,10338.40276155,0.00298062813813772,domestic_core,0.0271,0.5358,16.0,,,,15.170000076293944
2019-02-26,241180,TIGER 일본니케이225,11864,2236.44630463,0.007891905623081796,global_macro,0.4988,0.7054,2.0,-0.1187,0.0,1.0,15.170000076293944
