date,DXY,UUP
2021-07-23,113.4398,21.5352783203125
2021-07-26,113.2238,21.466310501098633
2021-07-27,113.2227,21.431825637817383
2021-07-28,113.1807,21.37148094177246
2021-07-29,112.4834,21.29389190673828
2021-07-30,112.6714,21.354238510131836
2021-08-02,112.6691,21.3283748626709
2021-08-03,112.8228,21.33699607849121
2021-08-04,112.8953,21.37148094177246
2021-08-05,112.7674,21.37148094177246
2021-08-06,113.3088,21.49217414855957
2021-08-09,113.4521,21.5352783203125
2021-08-10,113.4973,21.552520751953125
2021-08-11,113.282,21.509416580200195
2021-08-12,113.2691,21.5352783203125
2021-08-13,113.0615,21.431825637817383
2021-08-16,113.1698,21.44906997680664
2021-08-17,113.6174,21.578384399414062
2021-08-18,113.6959,21.578384399414062
2021-08-19,114.1106,21.681835174560547
2021-08-20,114.5009,21.655973434448242
2021-08-23,113.9418,21.526657104492188
2021-08-24,113.6795,21.509416580200195
2021-08-25,113.6322,21.49217414855957
2021-08-26,113.7883,21.552520751953125
2021-08-27,113.3404,21.45768928527832
2021-08-30,113.246,21.45768928527832
2021-08-31,113.1076,21.45768928527832
